,Timestamp,StationID,Fwy,% Observed,Total Flow,Avg Speed,hour,day
290442,2022-05-12 06:00:00,401546,80,0,171.0,68.0,6,12
291234,2022-05-12 06:00:00,402814,80,0,189.0,68.4,6,12
291235,2022-05-12 06:00:00,402815,80,0,189.0,68.4,6,12
291236,2022-05-12 06:00:00,402816,80,0,189.0,68.4,6,12
291237,2022-05-12 06:00:00,402817,80,0,155.0,67.5,6,12
291793,2022-05-12 06:00:00,404400,80,100,172.0,70.5,6,12
291892,2022-05-12 06:00:00,404885,80,0,138.0,70.7,6,12
291893,2022-05-12 06:00:00,404886,80,0,107.0,66.1,6,12
291896,2022-05-12 06:00:00,404889,80,0,122.0,65.0,6,12
291898,2022-05-12 06:00:00,404891,80,100,147.0,71.1,6,12
291899,2022-05-12 06:00:00,404892,80,100,169.0,69.9,6,12
291901,2022-05-12 06:00:00,404894,80,0,232.0,65.3,6,12
291903,2022-05-12 06:00:00,404896,80,0,92.0,58.5,6,12
291904,2022-05-12 06:00:00,404897,80,100,168.0,70.3,6,12
291905,2022-05-12 06:00:00,404898,80,0,207.0,66.7,6,12
291906,2022-05-12 06:00:00,404899,80,0,178.0,69.9,6,12
291908,2022-05-12 06:00:00,404906,80,0,185.0,66.2,6,12
291910,2022-05-12 06:00:00,404908,80,0,167.0,66.3,6,12
291912,2022-05-12 06:00:00,404910,80,20,159.0,65.5,6,12
291914,2022-05-12 06:00:00,404912,80,100,183.0,68.1,6,12
291916,2022-05-12 06:00:00,404914,80,0,189.0,65.7,6,12
291923,2022-05-12 06:00:00,404921,80,100,46.0,70.5,6,12
291925,2022-05-12 06:00:00,404923,80,0,189.0,68.4,6,12
293402,2022-05-12 06:00:00,420340,80,0,149.0,70.6,6,12
294465,2022-05-12 06:05:00,401546,80,0,200.0,67.0,6,12
295257,2022-05-12 06:05:00,402814,80,0,200.0,67.7,6,12
295258,2022-05-12 06:05:00,402815,80,0,200.0,67.7,6,12
295259,2022-05-12 06:05:00,402816,80,0,200.0,67.7,6,12
295260,2022-05-12 06:05:00,402817,80,0,165.0,66.9,6,12
295816,2022-05-12 06:05:00,404400,80,100,204.0,71.3,6,12
295915,2022-05-12 06:05:00,404885,80,0,150.0,71.3,6,12
295916,2022-05-12 06:05:00,404886,80,0,111.0,66.5,6,12
295919,2022-05-12 06:05:00,404889,80,0,120.0,64.5,6,12
295921,2022-05-12 06:05:00,404891,80,100,148.0,71.5,6,12
295922,2022-05-12 06:05:00,404892,80,100,163.0,70.8,6,12
295924,2022-05-12 06:05:00,404894,80,0,216.0,65.8,6,12
295926,2022-05-12 06:05:00,404896,80,0,82.0,58.6,6,12
295927,2022-05-12 06:05:00,404897,80,100,144.0,71.2,6,12
295928,2022-05-12 06:05:00,404898,80,0,184.0,66.9,6,12
295929,2022-05-12 06:05:00,404899,80,0,177.0,70.8,6,12
295931,2022-05-12 06:05:00,404906,80,0,185.0,66.2,6,12
295933,2022-05-12 06:05:00,404908,80,0,172.0,66.5,6,12
295935,2022-05-12 06:05:00,404910,80,20,151.0,65.3,6,12
295937,2022-05-12 06:05:00,404912,80,100,168.0,69.3,6,12
295939,2022-05-12 06:05:00,404914,80,0,164.0,65.9,6,12
295946,2022-05-12 06:05:00,404921,80,100,59.0,70.1,6,12
295948,2022-05-12 06:05:00,404923,80,0,200.0,67.7,6,12
297425,2022-05-12 06:05:00,420340,80,0,173.0,71.1,6,12
298488,2022-05-12 06:10:00,401546,80,0,247.0,69.4,6,12
299280,2022-05-12 06:10:00,402814,80,0,219.0,67.4,6,12
299281,2022-05-12 06:10:00,402815,80,0,219.0,67.4,6,12
299282,2022-05-12 06:10:00,402816,80,0,219.0,67.4,6,12
299283,2022-05-12 06:10:00,402817,80,0,177.0,66.6,6,12
299839,2022-05-12 06:10:00,404400,80,100,235.0,72.6,6,12
299938,2022-05-12 06:10:00,404885,80,0,177.0,71.1,6,12
299939,2022-05-12 06:10:00,404886,80,0,109.0,66.4,6,12
299942,2022-05-12 06:10:00,404889,80,0,115.0,64.5,6,12
299944,2022-05-12 06:10:00,404891,80,100,210.0,70.9,6,12
299945,2022-05-12 06:10:00,404892,80,100,236.0,70.5,6,12
299947,2022-05-12 06:10:00,404894,80,0,286.0,68.1,6,12
299949,2022-05-12 06:10:00,404896,80,0,92.0,58.6,6,12
299950,2022-05-12 06:10:00,404897,80,100,238.0,71.8,6,12
299951,2022-05-12 06:10:00,404898,80,0,271.0,68.3,6,12
299952,2022-05-12 06:10:00,404899,80,0,222.0,71.0,6,12
299954,2022-05-12 06:10:00,404906,80,0,257.0,66.3,6,12
299956,2022-05-12 06:10:00,404908,80,0,237.0,66.6,6,12
299958,2022-05-12 06:10:00,404910,80,20,203.0,65.2,6,12
