,Timestamp,StationID,Fwy,% Observed,Total Flow,Avg Speed,hour,day
291162,2022-08-29 06:00:00,401546,80,0,184.0,68.4,6,29
291954,2022-08-29 06:00:00,402814,80,0,174.0,68.3,6,29
291955,2022-08-29 06:00:00,402815,80,0,174.0,68.3,6,29
291956,2022-08-29 06:00:00,402816,80,0,174.0,68.3,6,29
291957,2022-08-29 06:00:00,402817,80,0,174.0,68.3,6,29
292512,2022-08-29 06:00:00,404400,80,0,193.0,69.2,6,29
292611,2022-08-29 06:00:00,404885,80,0,174.0,68.3,6,29
292612,2022-08-29 06:00:00,404886,80,0,180.0,69.0,6,29
292615,2022-08-29 06:00:00,404889,80,0,174.0,68.3,6,29
292617,2022-08-29 06:00:00,404891,80,0,158.0,71.2,6,29
292618,2022-08-29 06:00:00,404892,80,0,182.0,71.0,6,29
292620,2022-08-29 06:00:00,404894,80,0,174.0,68.3,6,29
292622,2022-08-29 06:00:00,404896,80,0,171.0,70.3,6,29
292623,2022-08-29 06:00:00,404897,80,0,191.0,70.9,6,29
292624,2022-08-29 06:00:00,404898,80,0,174.0,68.3,6,29
292625,2022-08-29 06:00:00,404899,80,0,174.0,68.3,6,29
292627,2022-08-29 06:00:00,404906,80,0,174.0,68.3,6,29
292629,2022-08-29 06:00:00,404908,80,0,174.0,68.3,6,29
292631,2022-08-29 06:00:00,404910,80,0,174.0,68.3,6,29
292633,2022-08-29 06:00:00,404912,80,0,157.0,73.3,6,29
292635,2022-08-29 06:00:00,404914,80,0,174.0,68.3,6,29
292642,2022-08-29 06:00:00,404921,80,0,79.0,69.4,6,29
292644,2022-08-29 06:00:00,404923,80,0,174.0,68.3,6,29
294119,2022-08-29 06:00:00,420340,80,0,511.0,67.4,6,29
295195,2022-08-29 06:05:00,401546,80,0,211.0,68.3,6,29
295987,2022-08-29 06:05:00,402814,80,0,185.0,67.8,6,29
295988,2022-08-29 06:05:00,402815,80,0,185.0,67.8,6,29
295989,2022-08-29 06:05:00,402816,80,0,185.0,67.8,6,29
295990,2022-08-29 06:05:00,402817,80,0,185.0,67.8,6,29
296545,2022-08-29 06:05:00,404400,80,0,213.0,70.1,6,29
296644,2022-08-29 06:05:00,404885,80,0,185.0,67.8,6,29
296645,2022-08-29 06:05:00,404886,80,0,213.0,70.0,6,29
296648,2022-08-29 06:05:00,404889,80,0,185.0,67.8,6,29
296650,2022-08-29 06:05:00,404891,80,0,179.0,70.9,6,29
296651,2022-08-29 06:05:00,404892,80,0,200.0,70.7,6,29
296653,2022-08-29 06:05:00,404894,80,0,185.0,67.8,6,29
296655,2022-08-29 06:05:00,404896,80,0,182.0,67.1,6,29
296656,2022-08-29 06:05:00,404897,80,0,199.0,70.7,6,29
296657,2022-08-29 06:05:00,404898,80,0,185.0,67.8,6,29
296658,2022-08-29 06:05:00,404899,80,0,185.0,67.8,6,29
296660,2022-08-29 06:05:00,404906,80,0,185.0,67.8,6,29
296662,2022-08-29 06:05:00,404908,80,0,185.0,67.8,6,29
296664,2022-08-29 06:05:00,404910,80,0,185.0,67.8,6,29
296666,2022-08-29 06:05:00,404912,80,0,166.0,73.3,6,29
296668,2022-08-29 06:05:00,404914,80,0,185.0,67.8,6,29
296675,2022-08-29 06:05:00,404921,80,0,80.0,69.5,6,29
296677,2022-08-29 06:05:00,404923,80,0,185.0,67.8,6,29
298152,2022-08-29 06:05:00,420340,80,0,518.0,66.4,6,29
299228,2022-08-29 06:10:00,401546,80,0,228.0,67.9,6,29
300020,2022-08-29 06:10:00,402814,80,0,200.0,67.6,6,29
300021,2022-08-29 06:10:00,402815,80,0,200.0,67.6,6,29
300022,2022-08-29 06:10:00,402816,80,0,200.0,67.6,6,29
300023,2022-08-29 06:10:00,402817,80,0,200.0,67.6,6,29
300578,2022-08-29 06:10:00,404400,80,0,221.0,69.2,6,29
300677,2022-08-29 06:10:00,404885,80,0,200.0,67.6,6,29
300678,2022-08-29 06:10:00,404886,80,0,238.0,70.4,6,29
300681,2022-08-29 06:10:00,404889,80,0,200.0,67.6,6,29
300683,2022-08-29 06:10:00,404891,80,0,200.0,70.8,6,29
300684,2022-08-29 06:10:00,404892,80,0,220.0,70.0,6,29
300686,2022-08-29 06:10:00,404894,80,0,200.0,67.6,6,29
300688,2022-08-29 06:10:00,404896,80,0,208.0,68.1,6,29
300689,2022-08-29 06:10:00,404897,80,0,219.0,70.4,6,29
300690,2022-08-29 06:10:00,404898,80,0,200.0,67.6,6,29
300691,2022-08-29 06:10:00,404899,80,0,200.0,67.6,6,29
300693,2022-08-29 06:10:00,404906,80,0,200.0,67.6,6,29
300695,2022-08-29 06:10:00,404908,80,0,200.0,67.6,6,29
300697,2022-08-29 06:10:00,404910,80,0,200.0,67.6,6,29
300699,2022-08-29 06:10:00,404912,80,0,193.0,74.1,6,29
