,Timestamp,StationID,Fwy,% Observed,Total Flow,Avg Speed,hour,day
289362,2022-03-06 06:00:00,401546,80,80,137.0,70.1,6,6
290154,2022-03-06 06:00:00,402814,80,0,67.0,69.3,6,6
290155,2022-03-06 06:00:00,402815,80,0,52.0,68.0,6,6
290156,2022-03-06 06:00:00,402816,80,0,67.0,69.3,6,6
290157,2022-03-06 06:00:00,402817,80,20,149.0,66.4,6,6
290713,2022-03-06 06:00:00,404400,80,100,109.0,70.3,6,6
290812,2022-03-06 06:00:00,404885,80,100,102.0,70.7,6,6
290813,2022-03-06 06:00:00,404886,80,0,82.0,67.1,6,6
290816,2022-03-06 06:00:00,404889,80,0,67.0,69.3,6,6
290818,2022-03-06 06:00:00,404891,80,100,109.0,70.8,6,6
290819,2022-03-06 06:00:00,404892,80,100,107.0,70.4,6,6
290821,2022-03-06 06:00:00,404894,80,100,198.0,63.7,6,6
290823,2022-03-06 06:00:00,404896,80,0,86.0,63.1,6,6
290824,2022-03-06 06:00:00,404897,80,100,102.0,70.6,6,6
290825,2022-03-06 06:00:00,404898,80,100,110.0,70.5,6,6
290826,2022-03-06 06:00:00,404899,80,100,105.0,70.8,6,6
290828,2022-03-06 06:00:00,404906,80,0,163.0,66.0,6,6
290830,2022-03-06 06:00:00,404908,80,0,135.0,66.1,6,6
290832,2022-03-06 06:00:00,404910,80,0,169.0,67.1,6,6
290834,2022-03-06 06:00:00,404912,80,100,103.0,70.1,6,6
290836,2022-03-06 06:00:00,404914,80,0,149.0,65.3,6,6
290843,2022-03-06 06:00:00,404921,80,100,13.0,71.2,6,6
290845,2022-03-06 06:00:00,404923,80,0,153.0,61.4,6,6
292324,2022-03-06 06:00:00,420340,80,100,111.0,71.3,6,6
293370,2022-03-06 06:05:00,401546,80,80,125.0,69.5,6,6
294162,2022-03-06 06:05:00,402814,80,0,73.0,69.3,6,6
294163,2022-03-06 06:05:00,402815,80,0,57.0,68.1,6,6
294164,2022-03-06 06:05:00,402816,80,0,73.0,69.3,6,6
294165,2022-03-06 06:05:00,402817,80,20,150.0,66.3,6,6
294721,2022-03-06 06:05:00,404400,80,100,103.0,70.0,6,6
294820,2022-03-06 06:05:00,404885,80,100,95.0,70.4,6,6
294821,2022-03-06 06:05:00,404886,80,0,93.0,67.1,6,6
294824,2022-03-06 06:05:00,404889,80,0,73.0,69.3,6,6
294826,2022-03-06 06:05:00,404891,80,100,95.0,70.2,6,6
294827,2022-03-06 06:05:00,404892,80,100,103.0,69.9,6,6
294829,2022-03-06 06:05:00,404894,80,100,155.0,65.6,6,6
294831,2022-03-06 06:05:00,404896,80,0,96.0,62.2,6,6
294832,2022-03-06 06:05:00,404897,80,100,102.0,70.4,6,6
