,Timestamp,StationID,Fwy,% Observed,Total Flow,Avg Speed,hour,day
290442,2022-03-28 06:00:00,401546,80,80,203.0,66.2,6,28
291234,2022-03-28 06:00:00,402814,80,0,174.0,68.3,6,28
291235,2022-03-28 06:00:00,402815,80,0,174.0,68.3,6,28
291236,2022-03-28 06:00:00,402816,80,0,174.0,68.3,6,28
291237,2022-03-28 06:00:00,402817,80,20,158.0,67.3,6,28
291793,2022-03-28 06:00:00,404400,80,100,182.0,67.8,6,28
291892,2022-03-28 06:00:00,404885,80,100,164.0,71.1,6,28
291893,2022-03-28 06:00:00,404886,80,0,126.0,66.4,6,28
291896,2022-03-28 06:00:00,404889,80,0,174.0,68.3,6,28
291898,2022-03-28 06:00:00,404891,80,100,157.0,70.9,6,28
291899,2022-03-28 06:00:00,404892,80,100,184.0,69.9,6,28
291901,2022-03-28 06:00:00,404894,80,100,202.0,69.2,6,28
291903,2022-03-28 06:00:00,404896,80,0,101.0,58.4,6,28
291904,2022-03-28 06:00:00,404897,80,100,182.0,70.1,6,28
291905,2022-03-28 06:00:00,404898,80,100,188.0,70.4,6,28
291906,2022-03-28 06:00:00,404899,80,100,180.0,68.7,6,28
291908,2022-03-28 06:00:00,404906,80,0,229.0,66.1,6,28
291910,2022-03-28 06:00:00,404908,80,0,179.0,66.4,6,28
291912,2022-03-28 06:00:00,404910,80,0,229.0,66.3,6,28
291914,2022-03-28 06:00:00,404912,80,100,187.0,69.8,6,28
291916,2022-03-28 06:00:00,404914,80,0,205.0,66.0,6,28
291923,2022-03-28 06:00:00,404921,80,80,82.0,68.7,6,28
291925,2022-03-28 06:00:00,404923,80,0,216.0,61.8,6,28
293402,2022-03-28 06:00:00,420340,80,0,159.0,71.2,6,28
294465,2022-03-28 06:05:00,401546,80,80,208.0,66.8,6,28
295257,2022-03-28 06:05:00,402814,80,0,185.0,67.8,6,28
295258,2022-03-28 06:05:00,402815,80,0,185.0,67.8,6,28
295259,2022-03-28 06:05:00,402816,80,0,185.0,67.8,6,28
295260,2022-03-28 06:05:00,402817,80,20,162.0,66.8,6,28
295816,2022-03-28 06:05:00,404400,80,100,190.0,67.7,6,28
295915,2022-03-28 06:05:00,404885,80,100,159.0,70.3,6,28
295916,2022-03-28 06:05:00,404886,80,0,136.0,65.7,6,28
295919,2022-03-28 06:05:00,404889,80,0,185.0,67.8,6,28
295921,2022-03-28 06:05:00,404891,80,100,159.0,70.4,6,28
295922,2022-03-28 06:05:00,404892,80,100,180.0,69.5,6,28
295924,2022-03-28 06:05:00,404894,80,100,253.0,69.9,6,28
295926,2022-03-28 06:05:00,404896,80,0,118.0,59.0,6,28
295927,2022-03-28 06:05:00,404897,80,100,198.0,69.4,6,28
295928,2022-03-28 06:05:00,404898,80,100,202.0,68.9,6,28
295929,2022-03-28 06:05:00,404899,80,100,196.0,67.3,6,28
295931,2022-03-28 06:05:00,404906,80,0,212.0,65.9,6,28
295933,2022-03-28 06:05:00,404908,80,0,176.0,66.2,6,28
295935,2022-03-28 06:05:00,404910,80,0,232.0,66.5,6,28
295937,2022-03-28 06:05:00,404912,80,100,179.0,70.1,6,28
295939,2022-03-28 06:05:00,404914,80,0,262.0,66.3,6,28
295946,2022-03-28 06:05:00,404921,80,80,87.0,67.3,6,28
295948,2022-03-28 06:05:00,404923,80,0,204.0,61.7,6,28
297425,2022-03-28 06:05:00,420340,80,0,185.0,70.6,6,28
298488,2022-03-28 06:10:00,401546,80,80,246.0,65.6,6,28
