,Timestamp,StationID,Fwy,% Observed,Total Flow,Avg Speed,hour,day
289362,2022-02-13 06:00:00,401546,80,80,116.0,70.2,6,13
290154,2022-02-13 06:00:00,402814,80,0,67.0,69.3,6,13
290155,2022-02-13 06:00:00,402815,80,20,52.0,68.0,6,13
290156,2022-02-13 06:00:00,402816,80,0,67.0,69.3,6,13
290157,2022-02-13 06:00:00,402817,80,20,160.0,66.3,6,13
290713,2022-02-13 06:00:00,404400,80,100,112.0,71.0,6,13
290812,2022-02-13 06:00:00,404885,80,100,104.0,71.0,6,13
290813,2022-02-13 06:00:00,404886,80,100,113.0,70.2,6,13
290816,2022-02-13 06:00:00,404889,80,0,67.0,69.3,6,13
290818,2022-02-13 06:00:00,404891,80,100,99.0,70.9,6,13
290819,2022-02-13 06:00:00,404892,80,100,97.0,70.5,6,13
290821,2022-02-13 06:00:00,404894,80,100,150.0,70.2,6,13
290823,2022-02-13 06:00:00,404896,80,100,115.0,70.3,6,13
290824,2022-02-13 06:00:00,404897,80,100,100.0,70.8,6,13
290825,2022-02-13 06:00:00,404898,80,100,102.0,70.4,6,13
290826,2022-02-13 06:00:00,404899,80,100,97.0,70.5,6,13
290828,2022-02-13 06:00:00,404906,80,0,170.0,65.9,6,13
290830,2022-02-13 06:00:00,404908,80,0,130.0,65.9,6,13
290832,2022-02-13 06:00:00,404910,80,0,162.0,67.1,6,13
290834,2022-02-13 06:00:00,404912,80,80,101.0,69.4,6,13
290836,2022-02-13 06:00:00,404914,80,0,153.0,66.3,6,13
290843,2022-02-13 06:00:00,404921,80,80,56.0,66.7,6,13
290845,2022-02-13 06:00:00,404923,80,0,164.0,61.4,6,13
292324,2022-02-13 06:00:00,420340,80,100,123.0,71.5,6,13
293370,2022-02-13 06:05:00,401546,80,80,154.0,70.7,6,13
294162,2022-02-13 06:05:00,402814,80,0,73.0,69.3,6,13
294163,2022-02-13 06:05:00,402815,80,20,57.0,68.1,6,13
294164,2022-02-13 06:05:00,402816,80,0,73.0,69.3,6,13
294165,2022-02-13 06:05:00,402817,80,20,147.0,66.0,6,13
294721,2022-02-13 06:05:00,404400,80,100,141.0,71.1,6,13
294820,2022-02-13 06:05:00,404885,80,100,116.0,71.0,6,13
294821,2022-02-13 06:05:00,404886,80,100,132.0,70.3,6,13
294824,2022-02-13 06:05:00,404889,80,0,73.0,69.3,6,13
294826,2022-02-13 06:05:00,404891,80,100,126.0,71.3,6,13
294827,2022-02-13 06:05:00,404892,80,100,138.0,71.2,6,13
294829,2022-02-13 06:05:00,404894,80,100,171.0,71.0,6,13
294831,2022-02-13 06:05:00,404896,80,100,128.0,71.0,6,13
294832,2022-02-13 06:05:00,404897,80,100,133.0,70.9,6,13
294833,2022-02-13 06:05:00,404898,80,100,141.0,71.1,6,13
