,Unnamed: 0,Timestamp,StationID,Fwy,% Observed,Total Flow,Avg Speed,hour,day
0,288139,2022-01-29 06:00:00,401546,80,80,152.0,67.7,6,29
1,288931,2022-01-29 06:00:00,402814,80,0,121.0,69.3,6,29
2,288932,2022-01-29 06:00:00,402815,80,20,111.0,69.3,6,29
3,288933,2022-01-29 06:00:00,402816,80,0,121.0,69.3,6,29
4,288934,2022-01-29 06:00:00,402817,80,20,141.0,65.5,6,29
5,289490,2022-01-29 06:00:00,404400,80,100,147.0,71.7,6,29
6,289589,2022-01-29 06:00:00,404885,80,100,123.0,71.6,6,29
7,289590,2022-01-29 06:00:00,404886,80,100,145.0,70.3,6,29
8,289593,2022-01-29 06:00:00,404889,80,0,121.0,69.3,6,29
9,289595,2022-01-29 06:00:00,404891,80,100,120.0,71.8,6,29
10,289596,2022-01-29 06:00:00,404892,80,100,139.0,71.6,6,29
11,289598,2022-01-29 06:00:00,404894,80,100,257.0,54.2,6,29
12,289600,2022-01-29 06:00:00,404896,80,100,146.0,63.9,6,29
13,289601,2022-01-29 06:00:00,404897,80,100,144.0,71.5,6,29
14,289602,2022-01-29 06:00:00,404898,80,100,150.0,71.2,6,29
15,289603,2022-01-29 06:00:00,404899,80,100,145.0,70.6,6,29
16,289605,2022-01-29 06:00:00,404906,80,0,155.0,66.0,6,29
17,289607,2022-01-29 06:00:00,404908,80,0,120.0,66.0,6,29
18,289609,2022-01-29 06:00:00,404910,80,0,169.0,67.0,6,29
19,289611,2022-01-29 06:00:00,404912,80,100,145.0,69.7,6,29
20,289613,2022-01-29 06:00:00,404914,80,0,178.0,66.3,6,29
21,289620,2022-01-29 06:00:00,404921,80,80,76.0,67.6,6,29
22,289622,2022-01-29 06:00:00,404923,80,0,152.0,61.5,6,29
23,291101,2022-01-29 06:00:00,420340,80,100,133.0,71.9,6,29
24,292130,2022-01-29 06:05:00,401546,80,80,154.0,68.1,6,29
25,292922,2022-01-29 06:05:00,402814,80,0,127.0,69.1,6,29
26,292923,2022-01-29 06:05:00,402815,80,20,119.0,69.4,6,29
27,292924,2022-01-29 06:05:00,402816,80,0,127.0,69.1,6,29
28,292925,2022-01-29 06:05:00,402817,80,20,159.0,65.5,6,29
29,293481,2022-01-29 06:05:00,404400,80,100,147.0,66.3,6,29
