,Timestamp,StationID,Fwy,% Observed,Total Flow,Avg Speed,hour,day
290442,2022-06-06 06:00:00,401546,80,0,174.0,68.3,6,6
291234,2022-06-06 06:00:00,402814,80,0,174.0,68.3,6,6
291235,2022-06-06 06:00:00,402815,80,0,174.0,68.3,6,6
291236,2022-06-06 06:00:00,402816,80,0,174.0,68.3,6,6
291237,2022-06-06 06:00:00,402817,80,0,174.0,68.3,6,6
291793,2022-06-06 06:00:00,404400,80,0,179.0,70.4,6,6
291892,2022-06-06 06:00:00,404885,80,0,174.0,68.3,6,6
291893,2022-06-06 06:00:00,404886,80,0,113.0,67.8,6,6
291896,2022-06-06 06:00:00,404889,80,0,174.0,68.3,6,6
291898,2022-06-06 06:00:00,404891,80,0,144.0,71.0,6,6
291899,2022-06-06 06:00:00,404892,80,0,172.0,70.2,6,6
291901,2022-06-06 06:00:00,404894,80,0,174.0,68.3,6,6
291903,2022-06-06 06:00:00,404896,80,0,638.0,60.1,6,6
291904,2022-06-06 06:00:00,404897,80,0,173.0,70.4,6,6
291905,2022-06-06 06:00:00,404898,80,0,174.0,68.3,6,6
291906,2022-06-06 06:00:00,404899,80,0,174.0,68.3,6,6
291908,2022-06-06 06:00:00,404906,80,0,174.0,68.3,6,6
291910,2022-06-06 06:00:00,404908,80,0,174.0,68.3,6,6
291912,2022-06-06 06:00:00,404910,80,0,174.0,68.3,6,6
291914,2022-06-06 06:00:00,404912,80,0,175.0,69.7,6,6
291916,2022-06-06 06:00:00,404914,80,0,174.0,68.3,6,6
291923,2022-06-06 06:00:00,404921,80,0,56.0,69.1,6,6
291925,2022-06-06 06:00:00,404923,80,0,174.0,68.3,6,6
293402,2022-06-06 06:00:00,420340,80,0,511.0,67.4,6,6
294465,2022-06-06 06:05:00,401546,80,0,185.0,67.8,6,6
295257,2022-06-06 06:05:00,402814,80,0,185.0,67.8,6,6
295258,2022-06-06 06:05:00,402815,80,0,185.0,67.8,6,6
295259,2022-06-06 06:05:00,402816,80,0,185.0,67.8,6,6
295260,2022-06-06 06:05:00,402817,80,0,185.0,67.8,6,6
295816,2022-06-06 06:05:00,404400,80,0,191.0,70.5,6,6
295915,2022-06-06 06:05:00,404885,80,0,185.0,67.8,6,6
295916,2022-06-06 06:05:00,404886,80,0,121.0,67.4,6,6
295919,2022-06-06 06:05:00,404889,80,0,185.0,67.8,6,6
295921,2022-06-06 06:05:00,404891,80,0,152.0,70.9,6,6
295922,2022-06-06 06:05:00,404892,80,0,183.0,70.5,6,6
295924,2022-06-06 06:05:00,404894,80,0,185.0,67.8,6,6
295926,2022-06-06 06:05:00,404896,80,0,616.0,57.0,6,6
295927,2022-06-06 06:05:00,404897,80,0,178.0,70.7,6,6
295928,2022-06-06 06:05:00,404898,80,0,185.0,67.8,6,6
295929,2022-06-06 06:05:00,404899,80,0,185.0,67.8,6,6
295931,2022-06-06 06:05:00,404906,80,0,185.0,67.8,6,6
295933,2022-06-06 06:05:00,404908,80,0,185.0,67.8,6,6
295935,2022-06-06 06:05:00,404910,80,0,185.0,67.8,6,6
295937,2022-06-06 06:05:00,404912,80,0,181.0,69.5,6,6
295939,2022-06-06 06:05:00,404914,80,0,185.0,67.8,6,6
295946,2022-06-06 06:05:00,404921,80,0,63.0,69.2,6,6
295948,2022-06-06 06:05:00,404923,80,0,185.0,67.8,6,6
297425,2022-06-06 06:05:00,420340,80,0,518.0,66.4,6,6
298488,2022-06-06 06:10:00,401546,80,0,200.0,67.6,6,6
299280,2022-06-06 06:10:00,402814,80,0,200.0,67.6,6,6
299281,2022-06-06 06:10:00,402815,80,0,200.0,67.6,6,6
299282,2022-06-06 06:10:00,402816,80,0,200.0,67.6,6,6
299283,2022-06-06 06:10:00,402817,80,0,200.0,67.6,6,6
299839,2022-06-06 06:10:00,404400,80,0,188.0,70.6,6,6
299938,2022-06-06 06:10:00,404885,80,0,200.0,67.6,6,6
299939,2022-06-06 06:10:00,404886,80,0,128.0,67.3,6,6
299942,2022-06-06 06:10:00,404889,80,0,200.0,67.6,6,6
299944,2022-06-06 06:10:00,404891,80,0,156.0,71.2,6,6
299945,2022-06-06 06:10:00,404892,80,0,180.0,70.9,6,6
299947,2022-06-06 06:10:00,404894,80,0,200.0,67.6,6,6
299949,2022-06-06 06:10:00,404896,80,0,592.0,54.9,6,6
299950,2022-06-06 06:10:00,404897,80,0,194.0,70.8,6,6
299951,2022-06-06 06:10:00,404898,80,0,200.0,67.6,6,6
299952,2022-06-06 06:10:00,404899,80,0,200.0,67.6,6,6
299954,2022-06-06 06:10:00,404906,80,0,200.0,67.6,6,6
299956,2022-06-06 06:10:00,404908,80,0,200.0,67.6,6,6
299958,2022-06-06 06:10:00,404910,80,0,200.0,67.6,6,6
299960,2022-06-06 06:10:00,404912,80,0,178.0,70.1,6,6
299962,2022-06-06 06:10:00,404914,80,0,200.0,67.6,6,6
299969,2022-06-06 06:10:00,404921,80,0,71.0,69.6,6,6
299971,2022-06-06 06:10:00,404923,80,0,200.0,67.6,6,6
301448,2022-06-06 06:10:00,420340,80,0,532.0,65.8,6,6
302511,2022-06-06 06:15:00,401546,80,0,216.0,67.6,6,6
303303,2022-06-06 06:15:00,402814,80,0,216.0,67.6,6,6
303304,2022-06-06 06:15:00,402815,80,0,216.0,67.6,6,6
303305,2022-06-06 06:15:00,402816,80,0,216.0,67.6,6,6
303306,2022-06-06 06:15:00,402817,80,0,216.0,67.6,6,6
303862,2022-06-06 06:15:00,404400,80,0,245.0,71.1,6,6
303961,2022-06-06 06:15:00,404885,80,0,216.0,67.6,6,6
303962,2022-06-06 06:15:00,404886,80,0,138.0,67.2,6,6
303965,2022-06-06 06:15:00,404889,80,0,216.0,67.6,6,6
303967,2022-06-06 06:15:00,404891,80,0,206.0,71.1,6,6
303968,2022-06-06 06:15:00,404892,80,0,231.0,70.6,6,6
303970,2022-06-06 06:15:00,404894,80,0,216.0,67.6,6,6
303972,2022-06-06 06:15:00,404896,80,0,606.0,53.6,6,6
303973,2022-06-06 06:15:00,404897,80,0,232.0,70.4,6,6
303974,2022-06-06 06:15:00,404898,80,0,216.0,67.6,6,6
303975,2022-06-06 06:15:00,404899,80,0,216.0,67.6,6,6
303977,2022-06-06 06:15:00,404906,80,0,216.0,67.6,6,6
303979,2022-06-06 06:15:00,404908,80,0,216.0,67.6,6,6
303981,2022-06-06 06:15:00,404910,80,0,216.0,67.6,6,6
303983,2022-06-06 06:15:00,404912,80,0,281.0,70.5,6,6
303985,2022-06-06 06:15:00,404914,80,0,216.0,67.6,6,6
303992,2022-06-06 06:15:00,404921,80,0,82.0,69.2,6,6
303994,2022-06-06 06:15:00,404923,80,0,216.0,67.6,6,6
305471,2022-06-06 06:15:00,420340,80,0,530.0,65.3,6,6
306534,2022-06-06 06:20:00,401546,80,0,229.0,67.7,6,6
307326,2022-06-06 06:20:00,402814,80,0,229.0,67.7,6,6
307327,2022-06-06 06:20:00,402815,80,0,229.0,67.7,6,6
307328,2022-06-06 06:20:00,402816,80,0,229.0,67.7,6,6
307329,2022-06-06 06:20:00,402817,80,0,229.0,67.7,6,6
307885,2022-06-06 06:20:00,404400,80,0,245.0,70.2,6,6
307984,2022-06-06 06:20:00,404885,80,0,229.0,67.7,6,6
307985,2022-06-06 06:20:00,404886,80,0,147.0,67.2,6,6
307988,2022-06-06 06:20:00,404889,80,0,229.0,67.7,6,6
307990,2022-06-06 06:20:00,404891,80,0,209.0,70.8,6,6
307991,2022-06-06 06:20:00,404892,80,0,246.0,70.7,6,6
307993,2022-06-06 06:20:00,404894,80,0,229.0,67.7,6,6
307995,2022-06-06 06:20:00,404896,80,0,614.0,52.2,6,6
307996,2022-06-06 06:20:00,404897,80,0,229.0,70.8,6,6
307997,2022-06-06 06:20:00,404898,80,0,229.0,67.7,6,6
307998,2022-06-06 06:20:00,404899,80,0,229.0,67.7,6,6
308000,2022-06-06 06:20:00,404906,80,0,229.0,67.7,6,6
308002,2022-06-06 06:20:00,404908,80,0,229.0,67.7,6,6
308004,2022-06-06 06:20:00,404910,80,0,229.0,67.7,6,6
308006,2022-06-06 06:20:00,404912,80,0,253.0,70.7,6,6
308008,2022-06-06 06:20:00,404914,80,0,229.0,67.7,6,6
308015,2022-06-06 06:20:00,404921,80,0,89.0,69.1,6,6
308017,2022-06-06 06:20:00,404923,80,0,229.0,67.7,6,6
309494,2022-06-06 06:20:00,420340,80,0,536.0,64.7,6,6
310557,2022-06-06 06:25:00,401546,80,0,244.0,67.7,6,6
311349,2022-06-06 06:25:00,402814,80,0,244.0,67.7,6,6
311350,2022-06-06 06:25:00,402815,80,0,244.0,67.7,6,6
311351,2022-06-06 06:25:00,402816,80,0,244.0,67.7,6,6
311352,2022-06-06 06:25:00,402817,80,0,244.0,67.7,6,6
311908,2022-06-06 06:25:00,404400,80,0,279.0,70.3,6,6
312007,2022-06-06 06:25:00,404885,80,0,244.0,67.7,6,6
312008,2022-06-06 06:25:00,404886,80,0,154.0,67.1,6,6
312011,2022-06-06 06:25:00,404889,80,0,244.0,67.7,6,6
312013,2022-06-06 06:25:00,404891,80,0,233.0,71.1,6,6
312014,2022-06-06 06:25:00,404892,80,0,274.0,70.3,6,6
312016,2022-06-06 06:25:00,404894,80,0,244.0,67.7,6,6
312018,2022-06-06 06:25:00,404896,80,0,618.0,51.3,6,6
312019,2022-06-06 06:25:00,404897,80,0,273.0,70.9,6,6
312020,2022-06-06 06:25:00,404898,80,0,244.0,67.7,6,6
312021,2022-06-06 06:25:00,404899,80,0,244.0,67.7,6,6
312023,2022-06-06 06:25:00,404906,80,0,244.0,67.7,6,6
312025,2022-06-06 06:25:00,404908,80,0,244.0,67.7,6,6
312027,2022-06-06 06:25:00,404910,80,0,244.0,67.7,6,6
312029,2022-06-06 06:25:00,404912,80,0,269.0,69.5,6,6
312031,2022-06-06 06:25:00,404914,80,0,244.0,67.7,6,6
312038,2022-06-06 06:25:00,404921,80,0,104.0,68.7,6,6
312040,2022-06-06 06:25:00,404923,80,0,244.0,67.7,6,6
313517,2022-06-06 06:25:00,420340,80,0,526.0,64.1,6,6
314580,2022-06-06 06:30:00,401546,80,0,253.0,67.7,6,6
315372,2022-06-06 06:30:00,402814,80,0,253.0,67.7,6,6
315373,2022-06-06 06:30:00,402815,80,0,253.0,67.7,6,6
315374,2022-06-06 06:30:00,402816,80,0,253.0,67.7,6,6
315375,2022-06-06 06:30:00,402817,80,0,253.0,67.7,6,6
315931,2022-06-06 06:30:00,404400,80,0,254.0,70.7,6,6
316030,2022-06-06 06:30:00,404885,80,0,253.0,67.7,6,6
316031,2022-06-06 06:30:00,404886,80,0,161.0,67.1,6,6
316034,2022-06-06 06:30:00,404889,80,0,253.0,67.7,6,6
316036,2022-06-06 06:30:00,404891,80,0,211.0,71.1,6,6
316037,2022-06-06 06:30:00,404892,80,0,250.0,70.9,6,6
316039,2022-06-06 06:30:00,404894,80,0,253.0,67.7,6,6
316041,2022-06-06 06:30:00,404896,80,0,614.0,50.0,6,6
316042,2022-06-06 06:30:00,404897,80,0,251.0,70.8,6,6
316043,2022-06-06 06:30:00,404898,80,0,253.0,67.7,6,6
316044,2022-06-06 06:30:00,404899,80,0,253.0,67.7,6,6
316046,2022-06-06 06:30:00,404906,80,0,253.0,67.7,6,6
316048,2022-06-06 06:30:00,404908,80,0,253.0,67.7,6,6
316050,2022-06-06 06:30:00,404910,80,0,253.0,67.7,6,6
316052,2022-06-06 06:30:00,404912,80,0,257.0,69.0,6,6
316054,2022-06-06 06:30:00,404914,80,0,253.0,67.7,6,6
316061,2022-06-06 06:30:00,404921,80,0,97.0,69.6,6,6
316063,2022-06-06 06:30:00,404923,80,0,253.0,67.7,6,6
317540,2022-06-06 06:30:00,420340,80,0,557.0,63.7,6,6
318603,2022-06-06 06:35:00,401546,80,0,273.0,67.7,6,6
319395,2022-06-06 06:35:00,402814,80,0,273.0,67.7,6,6
319396,2022-06-06 06:35:00,402815,80,0,273.0,67.7,6,6
319397,2022-06-06 06:35:00,402816,80,0,273.0,67.7,6,6
319398,2022-06-06 06:35:00,402817,80,0,273.0,67.7,6,6
319954,2022-06-06 06:35:00,404400,80,0,268.0,70.9,6,6
320053,2022-06-06 06:35:00,404885,80,0,273.0,67.7,6,6
320054,2022-06-06 06:35:00,404886,80,0,168.0,67.1,6,6
320057,2022-06-06 06:35:00,404889,80,0,273.0,67.7,6,6
320059,2022-06-06 06:35:00,404891,80,0,239.0,71.1,6,6
320060,2022-06-06 06:35:00,404892,80,0,265.0,70.7,6,6
320062,2022-06-06 06:35:00,404894,80,0,273.0,67.7,6,6
320064,2022-06-06 06:35:00,404896,80,0,628.0,48.9,6,6
320065,2022-06-06 06:35:00,404897,80,0,258.0,70.6,6,6
320066,2022-06-06 06:35:00,404898,80,0,273.0,67.7,6,6
320067,2022-06-06 06:35:00,404899,80,0,273.0,67.7,6,6
320069,2022-06-06 06:35:00,404906,80,0,273.0,67.7,6,6
320071,2022-06-06 06:35:00,404908,80,0,273.0,67.7,6,6
320073,2022-06-06 06:35:00,404910,80,0,273.0,67.7,6,6
320075,2022-06-06 06:35:00,404912,80,0,277.0,69.5,6,6
320077,2022-06-06 06:35:00,404914,80,0,273.0,67.7,6,6
320084,2022-06-06 06:35:00,404921,80,0,93.0,69.6,6,6
320086,2022-06-06 06:35:00,404923,80,0,273.0,67.7,6,6
321563,2022-06-06 06:35:00,420340,80,0,567.0,63.4,6,6
322626,2022-06-06 06:40:00,401546,80,0,292.0,67.8,6,6
323418,2022-06-06 06:40:00,402814,80,0,292.0,67.8,6,6
323419,2022-06-06 06:40:00,402815,80,0,292.0,67.8,6,6
323420,2022-06-06 06:40:00,402816,80,0,292.0,67.8,6,6
323421,2022-06-06 06:40:00,402817,80,0,292.0,67.8,6,6
323977,2022-06-06 06:40:00,404400,80,0,325.0,70.5,6,6
324076,2022-06-06 06:40:00,404885,80,0,292.0,67.8,6,6
324077,2022-06-06 06:40:00,404886,80,0,179.0,67.2,6,6
324080,2022-06-06 06:40:00,404889,80,0,292.0,67.8,6,6
324082,2022-06-06 06:40:00,404891,80,0,270.0,71.3,6,6
324083,2022-06-06 06:40:00,404892,80,0,305.0,70.0,6,6
324085,2022-06-06 06:40:00,404894,80,0,292.0,67.8,6,6
324087,2022-06-06 06:40:00,404896,80,0,614.0,48.3,6,6
324088,2022-06-06 06:40:00,404897,80,0,305.0,70.1,6,6
324089,2022-06-06 06:40:00,404898,80,0,292.0,67.8,6,6
324090,2022-06-06 06:40:00,404899,80,0,292.0,67.8,6,6
324092,2022-06-06 06:40:00,404906,80,0,292.0,67.8,6,6
324094,2022-06-06 06:40:00,404908,80,0,292.0,67.8,6,6
324096,2022-06-06 06:40:00,404910,80,0,292.0,67.8,6,6
324098,2022-06-06 06:40:00,404912,80,0,317.0,69.9,6,6
324100,2022-06-06 06:40:00,404914,80,0,292.0,67.8,6,6
324107,2022-06-06 06:40:00,404921,80,0,111.0,69.1,6,6
324109,2022-06-06 06:40:00,404923,80,0,292.0,67.8,6,6
325586,2022-06-06 06:40:00,420340,80,0,568.0,62.9,6,6
326649,2022-06-06 06:45:00,401546,80,0,303.0,67.9,6,6
327441,2022-06-06 06:45:00,402814,80,0,303.0,67.9,6,6
